const,x1,x3,x4,x5,x6,x8,x9,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68
1.0,0.0,5.0,8.0,46750.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46750.0,5.0,8.0,2.0,6.0,46750.0,25.0,252004.0,1004.0,3012.0,23468500.0,5918580.0,25.0,30.0,58950.0,125.0,64.0,12.0,93500.0,23580.0,36.0,280500.0,70740.0,150.0,2185562500.0,551182500.0,139004100.0,294750.0,625.0
1.0,0.0,8.0,5.0,72000.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562500.0,1500.0,5250.0,54000000.0,10542000.0,64.0,56.0,112448.0,512.0,25.0,14.0,144000.0,28112.0,49.0,504000.0,98392.0,448.0,5184000000.0,1012032000.0,197571136.0,899584.0,4096.0
1.0,0.0,6.0,5.0,12702.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,5.0,12702.0,36.0,193600.0,880.0,2200.0,5588880.0,4400000.0,36.0,30.0,60000.0,216.0,25.0,10.0,25404.0,20000.0,25.0,63510.0,50000.0,180.0,161340804.0,127020000.0,100000000.0,360000.0,1296.0
1.0,0.0,7.0,5.0,98000.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284089.0,1066.0,3731.0,52234000.0,7447076.0,49.0,49.0,97804.0,343.0,25.0,14.0,196000.0,27944.0,49.0,686000.0,97804.0,343.0,9604000000.0,1369256000.0,195216784.0,684628.0,2401.0
1.0,0.0,5.0,5.0,68000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313600.0,1120.0,5600.0,38080000.0,10640000.0,25.0,50.0,95000.0,125.0,25.0,20.0,136000.0,38000.0,100.0,680000.0,190000.0,250.0,4624000000.0,1292000000.0,361000000.0,475000.0,625.0
1.0,0.0,9.0,5.0,146331.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,9.0,9.0,18054.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705600.0,2520.0,7560.0,122918040.0,15165360.0,81.0,81.0,162486.0,729.0,25.0,27.0,438993.0,54162.0,81.0,1316979.0,162486.0,729.0,21412761561.0,2641859874.0,325946916.0,1462374.0,6561.0
1.0,0.0,6.0,5.0,128718.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,4.0,8.0,257436.0,72.0,291600.0,1080.0,2160.0,69507720.0,4253040.0,36.0,24.0,47256.0,216.0,25.0,8.0,257436.0,15752.0,16.0,514872.0,31504.0,144.0,16568323524.0,1013782968.0,62031376.0,283536.0,1296.0
1.0,0.0,6.0,5.0,67494.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271441.0,1042.0,3126.0,35164374.0,6236370.0,36.0,36.0,71820.0,216.0,25.0,12.0,134988.0,23940.0,36.0,404964.0,71820.0,216.0,4555440036.0,807903180.0,143280900.0,430920.0,1296.0
1.0,1.0,8.0,5.0,99688.0,64.0,0.0,0.0,1.0,0.0,757.0,8.0,5.0,5.0,9970.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,5.0,99688.0,64.0,573049.0,2271.0,3785.0,75463816.0,7547290.0,64.0,40.0,79760.0,512.0,25.0,15.0,299064.0,29910.0,25.0,498440.0,49850.0,320.0,9937697344.0,993889360.0,99400900.0,638080.0,4096.0
1.0,0.0,6.0,8.0,51120.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234256.0,968.0,2420.0,24742080.0,4665760.0,36.0,30.0,57840.0,216.0,64.0,10.0,102240.0,19280.0,25.0,255600.0,48200.0,180.0,2613254400.0,492796800.0,92929600.0,347040.0,1296.0
1.0,0.0,4.0,8.0,21744.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57600.0,240.0,1680.0,5218560.0,3228960.0,16.0,28.0,53816.0,64.0,64.0,7.0,21744.0,13454.0,49.0,152208.0,94178.0,112.0,472801536.0,292543776.0,181010116.0,215264.0,256.0
1.0,0.0,8.0,7.0,97072.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242064.0,984.0,3936.0,47759424.0,7824768.0,64.0,64.0,127232.0,512.0,49.0,16.0,194144.0,31808.0,64.0,776576.0,127232.0,512.0,9422973184.0,1543833088.0,252937216.0,1017856.0,4096.0
1.0,0.0,5.0,5.0,50050.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,6.0,50050.0,25.0,174724.0,836.0,2508.0,20920900.0,4950792.0,25.0,30.0,59220.0,125.0,25.0,12.0,100100.0,23688.0,36.0,300300.0,71064.0,150.0,2505002500.0,592792200.0,140280336.0,296100.0,625.0
1.0,0.0,7.0,5.0,74396.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,5.0,74396.0,49.0,276676.0,1052.0,2630.0,39132296.0,5181100.0,49.0,35.0,68950.0,343.0,25.0,10.0,148792.0,19700.0,25.0,371980.0,49250.0,245.0,5534764816.0,732800600.0,97022500.0,482650.0,2401.0
1.0,0.0,5.0,5.0,39655.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39655.0,0.0,0.0,0.0,0.0,0.0,0.0,451584.0,672.0,4032.0,26648160.0,7898688.0,25.0,30.0,58770.0,125.0,25.0,6.0,39655.0,11754.0,36.0,237930.0,70524.0,150.0,1572519025.0,466104870.0,138156516.0,293850.0,625.0
1.0,0.0,5.0,5.0,54400.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57600.0,240.0,1200.0,13056000.0,2340000.0,25.0,25.0,48750.0,125.0,25.0,5.0,54400.0,9750.0,25.0,272000.0,48750.0,125.0,2959360000.0,530400000.0,95062500.0,243750.0,625.0
1.0,0.0,5.0,7.0,36000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,1152.0,2880.0,20736000.0,5618880.0,25.0,25.0,48775.0,125.0,49.0,10.0,72000.0,19510.0,25.0,180000.0,48775.0,125.0,1296000000.0,351180000.0,95160025.0,243875.0,625.0
1.0,0.0,6.0,5.0,26610.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176400.0,840.0,1260.0,11176200.0,2523780.0,36.0,18.0,36054.0,216.0,25.0,6.0,53220.0,12018.0,9.0,79830.0,18027.0,108.0,708092100.0,159899490.0,36108081.0,216324.0,1296.0
1.0,0.0,7.0,5.0,21504.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,6.0,21504.0,49.0,158404.0,796.0,2388.0,8558592.0,4785552.0,49.0,42.0,84168.0,343.0,25.0,12.0,43008.0,24048.0,36.0,129024.0,72144.0,294.0,462422016.0,258564096.0,144576576.0,589176.0,2401.0
1.0,0.0,4.0,4.0,33600.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86436.0,294.0,1176.0,9878400.0,2293200.0,16.0,16.0,31200.0,64.0,16.0,4.0,33600.0,7800.0,16.0,134400.0,31200.0,64.0,1128960000.0,262080000.0,60840000.0,124800.0,256.0
1.0,0.0,5.0,6.0,81605.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,2.0,12.0,163210.0,50.0,101761.0,319.0,1914.0,26031995.0,3745698.0,25.0,30.0,58710.0,125.0,36.0,6.0,81605.0,11742.0,36.0,489630.0,70452.0,150.0,6659376025.0,958205910.0,137874564.0,293550.0,625.0
1.0,0.0,6.0,5.0,27000.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161604.0,804.0,2010.0,10854000.0,4017990.0,36.0,30.0,59970.0,216.0,25.0,10.0,54000.0,19990.0,25.0,135000.0,49975.0,180.0,729000000.0,269865000.0,99900025.0,359820.0,1296.0
1.0,0.0,7.0,5.0,36897.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,6.0,36897.0,49.0,198025.0,890.0,2670.0,16419165.0,5302620.0,49.0,42.0,83412.0,343.0,25.0,12.0,73794.0,23832.0,36.0,221382.0,71496.0,294.0,1361388609.0,439664652.0,141991056.0,583884.0,2401.0
1.0,0.0,8.0,5.0,114648.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,7.0,114648.0,64.0,585225.0,2295.0,5355.0,87705720.0,10720710.0,64.0,56.0,112112.0,512.0,25.0,21.0,343944.0,42042.0,49.0,802536.0,98098.0,448.0,13144163904.0,1606677072.0,196392196.0,896896.0,4096.0
1.0,1.0,8.0,5.0,76576.0,64.0,0.0,0.0,1.0,0.0,750.0,8.0,5.0,9.0,17910.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,9.0,76576.0,64.0,562500.0,1500.0,6750.0,57432000.0,13432500.0,64.0,72.0,143280.0,512.0,25.0,18.0,153152.0,35820.0,81.0,689184.0,161190.0,576.0,5863883776.0,1371476160.0,320768100.0,1146240.0,4096.0
1.0,0.0,7.0,5.0,495327.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,10.0,990654.0,98.0,331776.0,1152.0,2880.0,285308352.0,5688000.0,49.0,35.0,69125.0,343.0,25.0,10.0,990654.0,19750.0,25.0,2476635.0,49375.0,245.0,245348836929.0,4891354125.0,97515625.0,483875.0,2401.0
1.0,0.0,7.0,5.0,52500.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439569.0,1326.0,4641.0,34807500.0,9282000.0,49.0,49.0,98000.0,343.0,25.0,14.0,105000.0,28000.0,49.0,367500.0,98000.0,343.0,2756250000.0,735000000.0,196000000.0,686000.0,2401.0
1.0,0.0,6.0,6.0,11214.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78400.0,280.0,1400.0,3139920.0,2758000.0,36.0,30.0,59100.0,216.0,36.0,5.0,11214.0,9850.0,25.0,56070.0,49250.0,180.0,125753796.0,110457900.0,97022500.0,354600.0,1296.0
1.0,0.0,8.0,5.0,86768.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86768.0,16.0,10.0,4.0,12.0,173536.0,128.0,223729.0,946.0,2838.0,41041264.0,5656134.0,64.0,48.0,95664.0,512.0,25.0,12.0,173536.0,23916.0,36.0,520608.0,71748.0,384.0,7528685824.0,1037571744.0,142993764.0,765312.0,4096.0
1.0,0.0,4.0,4.0,8868.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81796.0,286.0,1716.0,2536248.0,3380520.0,16.0,24.0,47280.0,64.0,16.0,6.0,8868.0,11820.0,36.0,53208.0,70920.0,96.0,78641424.0,104819760.0,139712400.0,189120.0,256.0
1.0,0.0,7.0,5.0,86940.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386884.0,1244.0,3732.0,54076680.0,7467732.0,49.0,42.0,84042.0,343.0,25.0,12.0,173880.0,24012.0,36.0,521640.0,72036.0,294.0,7558563600.0,1043801640.0,144144036.0,588294.0,2401.0
1.0,0.0,10.0,5.0,134720.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,10.0,8.0,16024.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,8.0,134720.0,100.0,937024.0,2904.0,7744.0,130408960.0,15511232.0,100.0,80.0,160240.0,1000.0,25.0,24.0,404160.0,48072.0,64.0,1077760.0,128192.0,800.0,18149478400.0,2158753280.0,256768576.0,1602400.0,10000.0
1.0,0.0,5.0,4.0,34650.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82944.0,288.0,1728.0,9979200.0,3383424.0,25.0,30.0,58740.0,125.0,16.0,6.0,34650.0,11748.0,36.0,207900.0,70488.0,150.0,1200622500.0,407068200.0,138015504.0,293700.0,625.0
1.0,0.0,5.0,6.0,78055.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291600.0,1080.0,3240.0,42149700.0,6405480.0,25.0,30.0,59310.0,125.0,36.0,12.0,156110.0,23724.0,36.0,468330.0,71172.0,150.0,6092583025.0,925888410.0,140707044.0,296550.0,625.0
1.0,0.0,7.0,5.0,82572.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,8.0,82572.0,49.0,188356.0,868.0,3472.0,35836248.0,6957888.0,49.0,56.0,112224.0,343.0,25.0,16.0,165144.0,32064.0,64.0,660576.0,128256.0,392.0,6818135184.0,1323794304.0,257025024.0,785568.0,2401.0
1.0,0.0,5.0,6.0,39375.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207936.0,912.0,2736.0,17955000.0,5365296.0,25.0,30.0,58830.0,125.0,36.0,12.0,78750.0,23532.0,36.0,236250.0,70596.0,150.0,1550390625.0,463286250.0,138438756.0,294150.0,625.0
1.0,0.0,3.0,4.0,29358.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,6.0,29358.0,9.0,44100.0,210.0,1260.0,6165180.0,2421720.0,9.0,18.0,34596.0,27.0,16.0,6.0,29358.0,11532.0,36.0,176148.0,69192.0,54.0,861892164.0,338556456.0,132987024.0,103788.0,81.0
1.0,0.0,8.0,5.0,75784.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,7.0,75784.0,64.0,332929.0,1154.0,4039.0,43727368.0,8086078.0,64.0,56.0,112112.0,512.0,25.0,14.0,151568.0,28028.0,49.0,530488.0,98098.0,448.0,5743214656.0,1062036976.0,196392196.0,896896.0,4096.0
1.0,0.0,8.0,5.0,89144.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,8.0,89144.0,64.0,372100.0,1220.0,4880.0,54377840.0,9779520.0,64.0,64.0,128256.0,512.0,25.0,16.0,178288.0,32064.0,64.0,713152.0,128256.0,512.0,7946652736.0,1429156608.0,257025024.0,1026048.0,4096.0
1.0,0.0,5.0,5.0,48790.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78400.0,280.0,1400.0,13661200.0,2759400.0,25.0,25.0,49275.0,125.0,25.0,5.0,48790.0,9855.0,25.0,243950.0,49275.0,125.0,2380464100.0,480825450.0,97121025.0,246375.0,625.0
1.0,0.0,7.0,5.0,29757.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278784.0,1056.0,2640.0,15711696.0,5295840.0,49.0,35.0,70210.0,343.0,25.0,10.0,59514.0,20060.0,25.0,148785.0,50150.0,245.0,885479049.0,298462710.0,100600900.0,491470.0,2401.0
1.0,1.0,10.0,5.0,357600.0,100.0,0.0,0.0,1.0,0.0,807.0,10.0,5.0,10.0,19950.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,10.0,357600.0,100.0,651249.0,2421.0,8070.0,288583200.0,16099650.0,100.0,100.0,199500.0,1000.0,25.0,30.0,1072800.0,59850.0,100.0,3576000.0,199500.0,1000.0,127877760000.0,7134120000.0,398002500.0,1995000.0,10000.0
1.0,0.0,10.0,5.0,638870.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,6.0,36.0,1916610.0,300.0,2010724.0,2836.0,17016.0,905917660.0,34168128.0,100.0,120.0,240960.0,1000.0,25.0,24.0,1277740.0,48192.0,144.0,7666440.0,289152.0,1200.0,408154876900.0,15394211520.0,580617216.0,2409600.0,10000.0
1.0,0.0,5.0,7.0,36000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123904.0,352.0,1408.0,12672000.0,2776576.0,25.0,20.0,39440.0,125.0,49.0,4.0,36000.0,7888.0,16.0,144000.0,31552.0,100.0,1296000000.0,283968000.0,62220544.0,197200.0,625.0
1.0,0.0,5.0,8.0,54000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,7.0,54000.0,25.0,320356.0,1132.0,3962.0,30564000.0,7670432.0,25.0,35.0,67760.0,125.0,64.0,14.0,108000.0,27104.0,49.0,378000.0,94864.0,175.0,2916000000.0,731808000.0,183656704.0,338800.0,625.0
1.0,0.0,7.0,8.0,79898.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283024.0,1064.0,4256.0,42505736.0,8128960.0,49.0,56.0,106960.0,343.0,64.0,16.0,159796.0,30560.0,64.0,639184.0,122240.0,392.0,6383690404.0,1220841440.0,233478400.0,748720.0,2401.0
1.0,0.0,8.0,5.0,81456.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,8.0,81456.0,64.0,250000.0,1000.0,4000.0,40728000.0,8024000.0,64.0,64.0,128384.0,512.0,25.0,16.0,162912.0,32096.0,64.0,651648.0,128384.0,512.0,6635079936.0,1307205888.0,257538304.0,1027072.0,4096.0
1.0,0.0,6.0,5.0,52746.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452929.0,1346.0,4711.0,35498058.0,9436133.0,36.0,42.0,84126.0,216.0,25.0,14.0,105492.0,28042.0,49.0,369222.0,98147.0,252.0,2782140516.0,739551666.0,196588441.0,504756.0,1296.0
1.0,0.0,7.0,5.0,17654.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144400.0,760.0,2660.0,6708520.0,5330640.0,49.0,49.0,98196.0,343.0,25.0,14.0,35308.0,28056.0,49.0,123578.0,98196.0,343.0,311663716.0,247650312.0,196784784.0,687372.0,2401.0
